id;rooms;usedrooms;beds;usedbeds;year;month
34;17;16;66;13;2014;1
362;31;31;126;81;2014;1
72;25;5;7;0;2014;1
330;57;57;186;113;2014;1
96;26;1;40;19;2014;1
80;51;48;256;46;2014;1
68;7;7;8;8;2014;1
391;32;15;114;108;2014;1
241;60;5;116;97;2014;1
382;11;9;34;20;2014;1
314;42;3;88;49;2014;1
553;59;6;502;453;2014;1
104;64;8;69;42;2014;1
430;5;5;19;7;2014;1
624;10;8;55;1;2014;1
44;21;20;40;28;2014;1
442;2;2;11;10;2014;1
418;26;16;70;5;2014;1
499;10;3;26;0;2014;1
596;64;51;91;91;2014;1
421;54;54;167;127;2014;1
248;8;2;15;1;2014;1
320;57;57;144;83;2014;1
381;41;22;106;93;2014;1
384;17;6;118;40;2014;1
313;22;15;27;8;2014;1
607;62;8;121;29;2014;1
630;32;0;53;46;2014;1
89;2;2;3;1;2014;1
24;74;62;395;95;2014;1
91;36;7;45;2;2014;1
260;29;12;41;41;2014;1
562;38;25;134;66;2014;1
173;50;50;99;68;2014;1
468;16;0;75;75;2014;1
187;67;20;85;16;2014;1
577;25;8;99;99;2014;1
663;36;30;36;20;2014;1
470;4;3;13;7;2014;1
123;43;5;63;4;2014;1
342;19;5;59;15;2014;1
46;13;7;11;0;2014;1
111;41;41;152;14;2014;1
409;35;35;195;103;2014;1
39;31;26;34;29;2014;1
568;41;41;86;15;2014;1
242;41;26;12;12;2014;1
148;26;21;215;145;2014;1
411;18;4;75;38;2014;1
149;2;2;13;8;2014;1
560;26;22;101;17;2014;1
263;40;14;148;63;2014;1
467;13;10;37;15;2014;1
147;11;0;46;1;2014;1
592;23;14;8;8;2014;1
199;39;15;88;47;2014;1
23;12;8;44;4;2014;1
545;24;3;68;9;2014;1
230;54;34;114;49;2014;1
217;22;16;81;18;2014;1
82;9;4;10;10;2014;1
576;64;62;162;138;2014;1
414;25;23;114;47;2014;1
168;2;1;5;5;2014;1
228;46;32;120;120;2014;1
419;58;25;182;75;2014;1
6;25;12;10;8;2014;1
50;42;25;112;75;2014;1
438;13;2;77;29;2014;1
415;37;37;93;8;2014;1
665;78;76;79;79;2014;1
176;16;0;55;41;2014;1
466;24;11;124;2;2014;1
524;42;16;217;169;2014;1
255;21;6;22;22;2014;1
516;12;12;24;12;2014;1
606;50;8;205;201;2014;1
165;36;6;72;54;2014;1
500;30;23;56;15;2014;1
407;47;47;86;34;2014;1
140;43;43;227;32;2014;1
220;2;0;10;10;2014;1
215;34;28;163;74;2014;1
599;21;9;22;9;2014;1
598;15;1;33;16;2014;1
144;22;5;104;82;2014;1
692;17;11;15;1;2014;1
570;17;2;64;40;2014;1
427;29;29;160;120;2014;1
657;21;1;31;19;2014;1
229;13;12;75;75;2014;1
525;81;80;322;61;2014;1
84;17;8;16;16;2014;1
71;31;29;131;84;2014;1
302;28;28;10;7;2014;1
377;19;0;102;45;2014;1
195;13;6;19;19;2014;1
257;25;16;83;76;2014;1
141;14;11;30;14;2014;1
532;5;4;10;10;2014;1
501;11;1;17;10;2014;1
504;49;25;127;1;2014;1
631;27;27;14;5;2014;1
622;52;21;169;110;2014;1
366;16;16;47;47;2014;1
386;33;3;27;3;2014;1
17;59;39;288;171;2014;1
550;65;5;42;18;2014;1
404;42;27;176;137;2014;1
243;29;0;58;26;2014;1
389;11;11;61;54;2014;1
236;17;9;10;10;2014;1
83;38;9;88;39;2014;1
513;32;32;169;7;2014;1
641;1;0;4;2;2014;1
32;51;13;51;36;2014;1
10;12;12;24;9;2014;1
614;6;6;7;1;2014;1
237;47;37;201;27;2014;1
51;55;6;118;83;2014;1
521;4;0;8;2;2014;1
648;17;11;100;75;2014;1
612;4;0;18;18;2014;1
251;49;49;31;8;2014;1
189;17;10;120;39;2014;1
635;2;0;11;2;2014;1
621;1;0;2;0;2014;1
569;1;1;3;0;2014;1
423;46;23;90;16;2014;1
453;25;24;29;8;2014;1
321;6;1;6;6;2014;1
8;12;12;23;1;2014;1
618;3;3;1;0;2014;1
544;22;2;98;98;2014;1
346;12;4;51;9;2014;1
552;8;8;1;0;2014;1
163;32;15;65;31;2014;1
194;38;1;41;12;2014;1
490;28;19;21;21;2014;1
59;46;45;37;15;2014;1
690;59;59;353;175;2014;1
303;44;41;159;89;2014;1
328;35;22;64;4;2014;1
219;29;13;152;34;2014;1
406;29;9;29;25;2014;1
378;61;27;278;151;2014;1
670;10;0;41;15;2014;1
106;31;18;55;14;2014;1
18;23;23;155;81;2014;1
138;79;79;260;222;2014;1
344;19;2;47;22;2014;1
64;30;10;87;3;2014;1
102;37;23;128;9;2014;1
188;29;25;191;49;2014;1
656;60;30;18;10;2014;1
21;22;3;79;79;2014;1
672;6;6;3;1;2014;1
456;85;85;116;65;2014;1
99;8;3;11;4;2014;1
645;69;68;311;148;2014;1
512;23;18;70;69;2014;1
90;71;2;495;296;2014;1
535;6;1;22;19;2014;1
214;24;15;10;4;2014;1
626;48;15;35;19;2014;1
555;41;0;161;119;2014;1
223;7;3;27;1;2014;1
678;16;4;93;0;2014;1
338;10;5;39;31;2014;1
85;68;27;84;75;2014;1
450;16;16;3;0;2014;1
581;24;2;24;24;2014;1
494;10;2;29;26;2014;1
505;13;2;27;7;2014;1
119;16;16;49;10;2014;1
1;17;13;81;20;2014;1
222;47;47;71;4;2014;1
551;33;24;149;119;2014;1
583;52;19;130;49;2014;1
464;10;1;28;26;2014;1
131;35;6;25;12;2014;1
433;64;7;78;50;2014;1
316;66;39;73;31;2014;1
534;44;7;83;83;2014;1
311;30;30;82;82;2014;1
541;7;7;8;3;2014;1
462;15;10;120;78;2014;1
178;48;4;48;45;2014;1
527;52;13;268;107;2014;1
520;41;20;49;17;2014;1
35;35;29;45;24;2014;1
695;23;23;62;48;2014;1
13;32;26;69;17;2014;1
392;34;22;25;22;2014;1
156;26;16;77;77;2014;1
306;38;14;68;68;2014;1
240;76;28;271;271;2014;1
53;67;67;102;32;2014;1
367;23;23;99;78;2014;1
258;46;25;300;92;2014;1
207;14;13;36;31;2014;1
537;5;5;33;17;2014;1
290;40;22;73;7;2014;1
693;27;7;46;46;2014;1
669;6;2;5;2;2014;1
387;10;3;9;8;2014;1
637;75;46;13;4;2014;1
579;8;0;37;4;2014;1
351;54;17;138;64;2014;1
226;12;0;9;6;2014;1
58;22;11;11;4;2014;1
272;8;4;18;6;2014;1
601;19;18;113;90;2014;1
41;55;23;62;6;2014;1
684;6;6;24;0;2014;1
611;2;1;2;0;2014;1
43;43;9;213;115;2014;1
94;16;5;42;16;2014;1
358;50;15;46;0;2014;1
408;66;13;226;13;2014;1
167;7;7;45;21;2014;1
324;6;6;26;20;2014;1
369;41;9;29;22;2014;1
87;6;4;1;0;2014;1
455;30;8;131;98;2014;1
67;11;6;62;32;2014;1
368;6;6;22;17;2014;1
558;108;72;205;164;2014;1
458;9;9;20;8;2014;1
355;2;2;1;0;2014;1
93;2;0;5;3;2014;1
638;96;11;16;5;2014;1
539;15;0;7;3;2014;1
11;44;23;142;106;2014;1
231;3;1;4;0;2014;1
305;20;11;8;3;2014;1
549;41;0;34;8;2014;1
325;26;2;57;7;2014;1
651;2;1;4;4;2014;1
633;25;1;154;49;2014;1
204;33;24;28;15;2014;1
5;50;5;428;1;2014;1
484;62;27;32;5;2014;1
155;11;11;34;34;2014;1
348;13;12;44;44;2014;1
169;2;2;7;1;2014;1
680;16;1;18;16;2014;1
602;46;37;28;16;2014;1
283;6;0;6;2;2014;1
273;65;26;23;23;2014;1
691;12;12;49;38;2014;1
345;54;1;65;41;2014;1
70;3;3;19;19;2014;1
489;23;0;58;44;2014;1
209;47;17;159;159;2014;1
374;16;11;7;5;2014;1
493;84;84;59;6;2014;1
388;12;10;23;22;2014;1
74;49;27;437;437;2014;1
146;4;2;9;9;2014;1
572;16;10;21;2;2014;1
632;20;9;26;19;2014;1
372;66;66;466;453;2014;1
357;48;48;179;141;2014;1
354;2;0;1;0;2014;1
317;36;3;142;136;2014;1
121;32;6;99;53;2014;1
683;47;47;209;144;2014;1
573;4;3;11;11;2014;1
559;11;2;3;0;2014;1
213;31;31;77;39;2014;1
19;33;21;24;24;2014;1
157;43;12;23;23;2014;1
658;56;30;51;6;2014;1
234;34;6;136;52;2014;1
30;39;31;135;125;2014;1
473;18;17;137;137;2014;1
574;74;62;114;64;2014;1
586;59;0;142;54;2014;1
575;52;39;167;106;2014;1
561;6;5;3;3;2014;1
20;46;36;218;81;2014;1
394;7;4;3;1;2014;1
486;5;1;6;3;2014;1
259;19;11;90;10;2014;1
671;58;18;206;138;2014;1
413;39;15;50;30;2014;1
205;2;0;2;2;2014;1
327;55;6;17;4;2014;1
172;24;14;69;46;2014;1
133;29;1;18;18;2014;1
42;38;23;30;16;2014;1
79;15;1;51;6;2014;1
390;42;25;128;14;2014;1
253;57;50;97;74;2014;1
465;10;6;5;0;2014;1
443;3;2;2;2;2014;1
249;42;3;56;7;2014;1
431;27;9;106;106;2014;1
379;7;0;18;18;2014;1
3;21;9;45;12;2014;1
628;9;9;1;0;2014;1
135;21;10;89;60;2014;1
687;59;12;78;41;2014;1
591;22;7;53;40;2014;1
600;84;83;207;207;2014;1
584;44;30;77;39;2014;1
252;10;4;51;29;2014;1
45;50;32;57;57;2014;1
675;24;16;45;23;2014;1
256;41;26;2;0;2014;1
546;6;3;5;1;2014;1
594;1;0;4;0;2014;1
285;87;87;428;214;2014;1
7;42;20;69;69;2014;1
329;8;5;34;5;2014;1
66;29;29;92;23;2014;1
677;41;41;11;1;2014;1
22;12;6;72;9;2014;1
279;45;14;178;158;2014;1
617;46;2;21;8;2014;1
124;18;17;9;2;2014;1
556;11;0;53;4;2014;1
526;62;11;83;46;2014;1
383;10;5;8;8;2014;1
566;44;29;220;220;2014;2
615;30;21;21;15;2014;2
98;58;9;74;10;2014;2
14;2;2;19;10;2014;2
308;23;4;127;8;2014;2
110;46;29;40;31;2014;2
676;10;10;18;18;2014;2
298;42;29;110;53;2014;2
186;49;40;196;109;2014;2
373;18;18;6;3;2014;2
376;70;22;419;391;2014;2
159;13;3;103;103;2014;2
503;8;0;19;8;2014;2
597;9;5;28;17;2014;2
184;60;0;283;107;2014;2
403;82;34;335;335;2014;2
440;73;11;234;140;2014;2
422;20;0;27;9;2014;2
334;8;8;51;33;2014;2
662;25;13;104;104;2014;2
97;33;26;162;46;2014;2
666;3;1;5;0;2014;2
429;74;25;124;72;2014;2
0;42;9;76;39;2014;2
660;32;3;94;37;2014;2
480;13;7;17;17;2014;2
347;4;2;18;14;2014;2
88;35;6;183;85;2014;2
664;8;3;7;4;2014;2
245;9;2;108;78;2014;2
547;32;32;88;71;2014;2
139;58;37;107;39;2014;2
488;7;7;33;11;2014;2
112;54;13;122;58;2014;2
365;40;38;170;139;2014;2
269;12;7;54;13;2014;2
271;12;8;49;49;2014;2
629;14;4;77;9;2014;2
185;50;17;10;9;2014;2
356;13;0;18;11;2014;2
198;25;11;52;35;2014;2
60;97;39;184;39;2014;2
475;7;4;10;6;2014;2
360;26;22;2;0;2014;2
270;20;1;54;13;2014;2
426;25;3;31;1;2014;2
166;66;26;41;13;2014;2
57;24;16;72;72;2014;2
28;14;14;65;51;2014;2
246;51;3;287;222;2014;2
117;18;7;28;1;2014;2
114;43;21;91;70;2014;2
158;36;1;15;14;2014;2
175;2;1;3;1;2014;2
153;10;5;68;1;2014;2
281;23;23;116;12;2014;2
191;6;1;12;3;2014;2
696;80;16;43;21;2014;2
511;49;5;46;46;2014;2
398;35;27;57;55;2014;2
642;41;22;326;83;2014;2
588;61;61;157;157;2014;2
27;49;49;46;27;2014;2
352;8;8;20;16;2014;2
145;12;2;15;15;2014;2
694;11;4;37;0;2014;2
472;25;25;65;65;2014;2
250;29;29;144;139;2014;2
364;48;21;215;207;2014;2
254;29;13;94;5;2014;2
461;4;2;11;7;2014;2
474;47;37;261;81;2014;2
103;78;43;68;62;2014;2
126;5;5;24;19;2014;2
689;11;7;70;9;2014;2
685;30;10;152;104;2014;2
519;2;2;5;2;2014;2
452;39;39;95;81;2014;2
310;25;10;97;34;2014;2
244;75;18;1;0;2014;2
673;33;0;106;47;2014;2
477;107;2;175;109;2014;2
304;15;10;72;33;2014;2
623;60;36;298;86;2014;2
432;25;7;52;38;2014;2
446;17;9;62;4;2014;2
81;69;34;5;2;2014;2
595;8;4;1;0;2014;2
318;59;45;266;244;2014;2
445;21;18;11;11;2014;2
288;33;15;149;27;2014;2
292;14;2;57;0;2014;2
208;11;2;55;36;2014;2
538;6;1;34;3;2014;2
336;7;2;18;2;2014;2
420;27;9;160;8;2014;2
485;4;0;4;2;2014;2
469;26;5;107;36;2014;2
603;23;12;184;160;2014;2
264;32;32;25;17;2014;2
29;44;26;266;266;2014;2
471;47;7;252;127;2014;2
363;42;2;37;4;2014;2
122;64;63;236;228;2014;2
654;16;5;63;29;2014;2
210;19;4;32;16;2014;2
540;22;1;8;0;2014;2
682;41;18;149;36;2014;2
508;10;10;41;25;2014;2
232;46;18;200;200;2014;2
4;44;35;81;81;2014;2
447;20;8;141;118;2014;2
479;18;1;141;141;2014;2
557;41;14;72;56;2014;2
227;31;31;193;30;2014;2
643;33;25;31;5;2014;2
181;55;1;154;86;2014;2
38;33;19;122;28;2014;2
26;5;5;7;3;2014;2
667;7;7;26;3;2014;2
200;18;6;24;10;2014;2
481;52;25;157;69;2014;2
434;52;25;201;18;2014;2
295;30;27;99;3;2014;2
233;21;5;108;84;2014;2
436;3;0;3;0;2014;2
640;11;9;1;1;2014;2
294;25;4;104;102;2014;2
515;12;4;43;43;2014;2
686;1;0;4;4;2014;2
536;11;3;36;35;2014;2
120;21;15;72;60;2014;2
397;75;75;310;310;2014;2
451;74;29;329;210;2014;2
510;25;12;74;14;2014;2
92;7;5;2;1;2014;2
218;35;21;82;46;2014;2
361;71;71;326;77;2014;2
460;5;4;19;19;2014;2
627;2;0;3;2;2014;2
578;43;28;70;70;2014;2
507;58;19;21;2;2014;2
417;55;3;202;151;2014;2
370;13;5;9;9;2014;2
565;5;0;26;12;2014;2
127;13;13;15;11;2014;2
681;28;7;19;7;2014;2
506;43;43;127;38;2014;2
424;27;20;77;77;2014;2
542;22;0;84;6;2014;2
224;21;5;122;122;2014;2
86;8;0;52;52;2014;2
315;52;31;356;90;2014;2
300;42;14;136;136;2014;2
333;5;1;32;11;2014;2
359;5;1;1;0;2014;2
9;20;18;50;32;2014;2
548;71;4;463;463;2014;2
274;52;51;59;24;2014;2
190;11;8;26;25;2014;2
225;2;0;6;2;2014;2
113;63;40;321;321;2014;2
659;21;17;84;54;2014;2
15;1;1;4;0;2014;2
235;55;55;147;123;2014;2
95;42;1;173;129;2014;2
267;24;2;9;8;2014;2
605;9;7;37;4;2014;2
399;17;12;7;0;2014;2
160;10;6;16;2;2014;2
518;18;7;104;39;2014;2
514;65;9;147;109;2014;2
73;71;22;239;219;2014;2
425;11;0;2;1;2014;2
101;43;23;123;123;2014;2
580;66;34;180;11;2014;2
297;59;17;73;27;2014;2
31;10;0;8;8;2014;2
247;24;4;56;34;2014;2
151;41;36;110;54;2014;2
129;30;16;105;45;2014;2
125;17;9;73;62;2014;2
33;47;23;53;53;2014;2
266;22;6;60;39;2014;2
118;6;6;26;0;2014;2
280;28;1;126;126;2014;2
395;49;19;289;83;2014;2
180;35;33;113;78;2014;2
55;79;75;100;14;2014;2
134;55;13;6;5;2014;2
463;59;58;141;141;2014;2
299;33;22;127;8;2014;2
668;53;36;238;100;2014;2
62;3;0;2;0;2014;2
435;21;4;157;157;2014;2
498;29;29;98;4;2014;2
652;48;23;37;36;2014;2
128;54;43;304;64;2014;2
326;5;2;50;0;2014;2
349;54;45;176;2;2014;2
331;19;11;37;3;2014;2
454;14;14;21;21;2014;2
647;6;3;12;1;2014;2
25;28;20;79;70;2014;2
609;27;11;16;9;2014;2
238;39;39;96;8;2014;2
402;39;9;56;13;2014;2
179;7;4;63;63;2014;2
509;29;12;226;81;2014;2
171;12;9;48;13;2014;2
502;26;10;21;6;2014;2
170;28;1;99;24;2014;2
340;8;3;41;4;2014;2
301;8;7;42;42;2014;2
393;19;17;51;32;2014;2
483;13;8;24;18;2014;2
492;5;1;18;18;2014;2
286;36;29;88;79;2014;2
47;85;85;250;250;2014;2
12;41;26;345;45;2014;2
400;38;2;53;45;2014;2
523;6;5;27;15;2014;2
291;8;2;46;21;2014;2
688;37;0;41;2;2014;2
571;8;1;30;7;2014;2
278;24;9;28;11;2014;2
620;22;21;34;17;2014;2
108;2;0;5;3;2014;2
478;18;9;40;39;2014;2
142;8;2;44;3;2014;2
371;35;17;148;40;2014;2
211;24;13;14;10;2014;2
646;14;11;33;1;2014;2
